# RUN INFO: year,month,day,hour,min,sec,nSamples,startGate,nGates
2020,12,16,16,43,24,10000,100,300
# OPS INFO: siteName,radarName,alt,lat,lon,startRange,gateSpacing,scanMode,xmitRcvMode,prfMode,xmitPhaseMode,wavelenCm,beamWidthH,beamWidthV
,HCR,1602.23,40.038,-105.241,-198,19.1867,12,8,1,1,0.317556,0.75,0.72
# DUAL CHANNEL MODE:
#   Start gate: 100
#   N gates: 300
#   N samples: 10000
# OPS INFO: siteName,radarName,alt,lat,lon,startRange,gateSpacing,scanMode,xmitRcvMode,prfMode,xmitPhaseMode,wavelenCm,beamWidthH,beamWidthV
,HCR,1602.23,40.038,-105.241,-198,19.1867,12,8,1,1,0.317556,0.75,0.72
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1    VLnaTemp    HLnaTemp
2020/11/19_21:23:38.374718904  9864.3   88.39  295.59  -55.363    0.148 -178.998  -49.083    0.148 -178.998  -55.363  -49.083     20.8017     22.5305
2020/11/19_21:23:39.388478994  9864.3   88.39  295.59  -55.364    0.146 -178.785  -49.087    0.146 -178.785  -55.364  -49.087      20.859     22.5062
2020/11/19_21:23:40.402239084  9864.3   88.39  295.60  -55.361    0.147 -178.922  -49.092    0.147 -178.922  -55.361  -49.092     20.8015     22.6568
2020/11/19_21:23:41.415998936  9864.3   88.39  295.60  -55.370    0.147 -179.344  -49.085    0.147 -179.344  -55.370  -49.085     20.9863     22.9309
2020/11/19_21:23:42.429759026  9864.3   88.39  295.60  -55.365    0.147 -179.077  -49.087    0.147 -179.077  -55.365  -49.087     21.2705     23.2127
2020/11/19_21:23:43.443520069  9864.3   88.39  295.62  -55.371    0.146 -178.844  -49.094    0.146 -178.844  -55.371  -49.094     21.3272     23.2833
2020/11/19_21:23:44.457279921  9864.3   88.39  295.62  -55.374    0.149 -179.136  -49.081    0.149 -179.136  -55.374  -49.081     21.3924     23.2951
2020/11/19_21:23:45.471040010  9864.3   88.39  295.58  -55.377    0.148 -178.729  -49.090    0.148 -178.729  -55.377  -49.090     21.3453     23.1192
2020/11/19_21:23:46.484800100  9864.3   88.39  295.50  -55.375    0.147 -179.072  -49.083    0.147 -179.072  -55.375  -49.083     21.2589     22.9442
2020/11/19_21:23:47.498558998  9864.3   88.39  295.58  -55.372    0.147 -178.989  -49.089    0.147 -178.989  -55.372  -49.089     21.1129     22.9295
2020/11/19_21:23:48.512319088  9864.3   88.39  295.54  -55.376    0.146 -179.301  -49.089    0.146 -179.301  -55.376  -49.089     20.8783     22.7987
2020/11/19_21:23:49.526078939  9864.3   88.39  295.49  -55.375    0.147 -178.839  -49.087    0.147 -178.839  -55.375  -49.087       20.68     22.6125
2020/11/19_21:23:50.539839029  9864.3   88.39  295.46  -55.372    0.146 -178.831  -49.086    0.146 -178.831  -55.372  -49.086     20.7242     22.6225
2020/11/19_21:23:51.553599119  9864.3   88.39  295.41  -55.378    0.147 -179.147  -49.083    0.147 -179.147  -55.378  -49.083     20.7538      22.659
2020/11/19_21:23:52.567358971  9864.3   88.39  295.39  -55.383    0.147 -178.616  -49.087    0.147 -178.616  -55.383  -49.087     20.7221     22.5825
2020/11/19_21:23:53.581120014  9864.3   88.39  295.48  -55.370    0.148 -178.867  -49.089    0.148 -178.867  -55.370  -49.089     20.7473     22.4851
2020/11/19_21:23:54.594880104  9864.3   88.39  295.41  -55.371    0.147 -178.629  -49.085    0.147 -178.629  -55.371  -49.085     20.7071     22.5778
2020/11/19_21:23:55.608639956  9864.3   88.39  295.48  -55.372    0.146 -179.219  -49.090    0.146 -179.219  -55.372  -49.090     20.7068      22.803
2020/11/19_21:23:56.622400045  9864.3   88.39  295.54  -55.369    0.147 -178.860  -49.089    0.147 -178.860  -55.369  -49.089     20.6137     22.9974
2020/11/19_21:23:57.636159897  9864.3   88.39  295.51  -55.373    0.147 -178.987  -49.079    0.147 -178.987  -55.373  -49.079     20.6474     23.0899
2020/11/19_21:23:58.649919033  9864.3   88.39  295.54  -55.376    0.147 -179.110  -49.089    0.147 -179.110  -55.376  -49.089     20.6929     23.1181
2020/11/19_21:23:59.663678885  9864.3   88.39  295.55  -55.374    0.147 -178.817  -49.082    0.147 -178.817  -55.374  -49.082     20.7894     22.9789
2020/11/19_21:24:00.677438974  9864.3   88.39  295.56  -55.368    0.146 -178.714  -49.096    0.146 -178.714  -55.368  -49.096     21.0314     23.0448
2020/11/19_21:24:01.691199064  9864.3   88.39  295.53  -55.367    0.146 -178.900  -49.089    0.146 -178.900  -55.367  -49.089     20.9235     22.8203
2020/11/19_21:24:02.704958916  9864.3   88.39  295.55  -55.367    0.147 -178.831  -49.091    0.147 -178.831  -55.367  -49.091     21.1172     23.0434
2020/11/19_21:24:03.718719959  9864.3   88.39  295.61  -55.373    0.147 -178.976  -49.083    0.147 -178.976  -55.373  -49.083     20.9614     22.7224
2020/11/19_21:24:04.732480049  9864.3   88.39  295.60  -55.375    0.146 -178.907  -49.083    0.146 -178.907  -55.375  -49.083     21.2898     22.9092
2020/11/19_21:24:05.746239901  9864.3   88.39  295.61  -55.376    0.147 -179.161  -49.085    0.147 -179.161  -55.376  -49.085     20.9428     22.6959
2020/11/19_21:24:06.759999990  9864.3   88.39  295.62  -55.379    0.147 -179.006  -49.087    0.147 -179.006  -55.379  -49.087     20.9737     22.7331
2020/11/19_21:24:07.773760080  9864.3   88.39  295.62  -55.377    0.148 -178.501  -49.095    0.148 -178.501  -55.377  -49.095     21.1651      22.974
# NOTE: end of file encountered
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1    VLnaTemp    HLnaTemp
2020/11/19_21:24:08.787518978  9864.3   88.39  295.63  -55.378    0.147 -178.926  -49.083    0.147 -178.926  -55.378  -49.083     20.9635     22.7851
2020/11/19_21:24:09.801279068  9864.3   88.39  295.63  -55.381    0.148 -178.986  -49.087    0.148 -178.986  -55.381  -49.087     20.9099     22.6847
2020/11/19_21:24:10.815038919  9864.3   88.39  295.63  -55.376    0.147 -179.100  -49.090    0.147 -179.100  -55.376  -49.090     20.7205     22.7792
2020/11/19_21:24:11.828799009  9864.3   88.39  295.64  -55.378    0.146 -178.694  -49.087    0.146 -178.694  -55.378  -49.087     20.5199     22.7419
2020/11/19_21:24:12.842559099  9864.3   88.39  295.63  -55.378    0.147 -178.671  -49.082    0.147 -178.671  -55.378  -49.082     20.7973     22.6317
2020/11/19_21:24:13.856319904  9864.3   88.39  295.63  -55.381    0.146 -178.883  -49.090    0.146 -178.883  -55.381  -49.090     20.5988     22.4265
2020/11/19_21:24:14.870079994  9864.3   88.39  295.61  -55.380    0.146 -178.853  -49.088    0.146 -178.853  -55.380  -49.088     20.4624     21.9758
2020/11/19_21:24:15.883840084  9864.3   88.39  295.61  -55.382    0.147 -178.863  -49.081    0.147 -178.863  -55.382  -49.081     20.6386      22.337
2020/11/19_21:24:16.897599936  9864.3   88.39  295.60  -55.376    0.147 -178.872  -49.087    0.147 -178.872  -55.376  -49.087     20.6159     22.6061
2020/11/19_21:24:17.911360025  9864.3   88.39  295.59  -55.376    0.147 -178.662  -49.087    0.147 -178.662  -55.376  -49.087     20.8434      22.787
2020/11/19_21:24:18.925118923  9864.3   88.39  295.57  -55.376    0.146 -178.968  -49.094    0.146 -178.968  -55.376  -49.094     21.0181     22.8538
2020/11/19_21:24:19.938879013  9864.3   88.39  295.61  -55.381    0.147 -178.712  -49.084    0.147 -178.712  -55.381  -49.084     21.1772      22.897
2020/11/19_21:24:20.952639103  9864.3   88.39  295.58  -55.371    0.146 -179.117  -49.093    0.146 -179.117  -55.371  -49.093      20.972     22.6709
2020/11/19_21:24:21.966398954  9864.3   88.39  295.61  -55.384    0.147 -179.019  -49.091    0.147 -179.019  -55.384  -49.091     20.6673      22.379
2020/11/19_21:24:22.980159044  9864.3   88.39  295.58  -55.384    0.147 -178.860  -49.088    0.147 -178.860  -55.384  -49.088     21.1505     22.7536
2020/11/19_21:24:23.993920088  9864.3   88.39  295.61  -55.389    0.147 -179.055  -49.090    0.147 -179.055  -55.389  -49.090     21.4512        22.9
2020/11/19_21:24:25.007679939  9864.3   88.39  295.63  -55.384    0.147 -179.049  -49.084    0.147 -179.049  -55.384  -49.084     21.1438     23.1973
2020/11/19_21:24:26.021440029  9864.3   88.39  295.64  -55.386    0.147 -178.664  -49.083    0.147 -178.664  -55.386  -49.083     20.5607     22.9259
2020/11/19_21:24:27.035200119  9864.3   88.39  295.65  -55.389    0.146 -179.215  -49.086    0.146 -179.215  -55.389  -49.086     20.5125     22.6733
2020/11/19_21:24:28.048959970  9864.3   88.39  295.66  -55.386    0.147 -178.779  -49.087    0.147 -178.779  -55.386  -49.087     20.4956     22.0775
2020/11/19_21:24:29.062719107  9864.3   88.39  295.59  -55.388    0.147 -178.874  -49.087    0.147 -178.874  -55.388  -49.087     20.6517     22.1053
2020/11/19_21:24:30.076478958  9864.3   88.39  295.64  -55.388    0.147 -178.831  -49.089    0.147 -178.831  -55.388  -49.089     20.7995     22.2662
2020/11/19_21:24:31.090239048  9864.3   88.39  295.58  -55.388    0.147 -178.787  -49.088    0.147 -178.787  -55.388  -49.088      21.139     23.0499
2020/11/19_21:24:32.103998899  9864.3   88.39  295.53  -55.387    0.147 -178.901  -49.084    0.147 -178.901  -55.387  -49.084     20.9709     22.7032
2020/11/19_21:24:33.117758989  9864.3   88.39  295.60  -55.382    0.146 -178.537  -49.083    0.146 -178.537  -55.382  -49.083     21.1821     22.6092
2020/11/19_21:24:34.131520033  9864.3   88.39  295.58  -55.387    0.146 -178.954  -49.087    0.146 -178.954  -55.387  -49.087     20.9871     22.2089
2020/11/19_21:24:35.145279884  9864.3   88.39  295.55  -55.393    0.147 -179.148  -49.090    0.147 -179.148  -55.393  -49.090     20.8982     22.2561
2020/11/19_21:24:36.159039974  9864.3   88.39  295.53  -55.388    0.147 -178.853  -49.085    0.147 -178.853  -55.388  -49.085     20.7077     22.3575
2020/11/19_21:24:37.172800064  9864.3   88.39  295.51  -55.386    0.147 -178.804  -49.091    0.147 -178.804  -55.386  -49.091     20.8345     22.4956
2020/11/19_21:24:38.186559916  9864.3   88.39  295.50  -55.393    0.146 -178.847  -49.088    0.146 -178.847  -55.393  -49.088     20.8706     22.6549
# NOTE: end of file encountered
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1    VLnaTemp    HLnaTemp
2020/11/19_21:24:39.200319052  9864.3   88.39  295.49  -55.396    0.145 -179.116  -49.088    0.145 -179.116  -55.396  -49.088     20.7481     22.8216
2020/11/19_21:24:40.214078903  9864.3   88.39  295.49  -55.398    0.145 -179.858  -49.091    0.145 -179.858  -55.398  -49.091     20.4986     22.7952
2020/11/19_21:24:41.227838993  9864.3   88.39  295.60  -55.400    0.146 -179.220  -49.096    0.146 -179.220  -55.400  -49.096     20.5311     22.6705
2020/11/19_21:24:42.241599083  9864.3   88.39  295.54  -55.397    0.146 -179.677  -49.088    0.146 -179.677  -55.397  -49.088     20.7437     22.6146
2020/11/19_21:24:43.255358934  9864.3   88.39  295.53  -55.392    0.148 -178.694  -49.089    0.148 -178.694  -55.392  -49.089     20.8599     22.5097
2020/11/19_21:24:44.269119978  9864.3   88.39  295.54  -55.389    0.147 -179.351  -49.090    0.147 -179.351  -55.389  -49.090     20.9968     22.6204
2020/11/19_21:24:45.282880068  9864.3   88.39  295.54  -55.393    0.146 -179.117  -49.085    0.146 -179.117  -55.393  -49.085     20.9447     22.6196
2020/11/19_21:24:46.296639919  9864.3   88.39  295.55  -55.390    0.147 -179.173  -49.080    0.147 -179.173  -55.390  -49.080     20.7405     22.7018
2020/11/19_21:24:47.310400009  9864.3   88.39  295.56  -55.395    0.146 -178.719  -49.087    0.146 -178.719  -55.395  -49.087     20.7323     22.8886
2020/11/19_21:24:48.324160099  9864.3   88.39  295.57  -55.391    0.147 -178.957  -49.094    0.147 -178.957  -55.391  -49.094     20.8651     22.9297
2020/11/19_21:24:49.337918997  9864.3   88.39  295.58  -55.387    0.148 -178.385  -49.082    0.148 -178.385  -55.387  -49.082     21.0153     22.8239
2020/11/19_21:24:50.351679087  9864.3   88.39  295.59  -55.390    0.147 -179.297  -49.088    0.147 -179.297  -55.390  -49.088     21.0464     22.6703
2020/11/19_21:24:51.365438938  9864.3   88.39  295.59  -55.389    0.146 -178.836  -49.094    0.146 -178.836  -55.389  -49.094     21.1236     22.7412
2020/11/19_21:24:52.379199028  9864.3   88.39  295.61  -55.396    0.147 -179.017  -49.084    0.147 -179.017  -55.396  -49.084     21.0949     22.8447
2020/11/19_21:24:53.392959118  9864.3   88.39  295.59  -55.397    0.146 -179.119  -49.086    0.146 -179.119  -55.397  -49.086     20.9541     22.8323
2020/11/19_21:24:54.406719923  9864.3   88.39  295.57  -55.392    0.145 -179.065  -49.092    0.145 -179.065  -55.392  -49.092     20.8287     22.6514
2020/11/19_21:24:55.420480013  9864.3   88.39  295.65  -55.396    0.146 -179.117  -49.091    0.146 -179.117  -55.396  -49.091     20.6423     22.3687
2020/11/19_21:24:56.434240103  9864.3   88.39  295.54  -55.403    0.146 -179.316  -49.085    0.146 -179.316  -55.403  -49.085      20.448     22.2489
2020/11/19_21:24:57.447999954  9864.3   88.39  295.51  -55.401    0.148 -178.955  -49.090    0.148 -178.955  -55.401  -49.090     20.4346     22.3176
2020/11/19_21:24:58.461760044  9864.3   88.39  295.49  -55.404    0.146 -178.655  -49.087    0.146 -178.655  -55.404  -49.087     20.5708     22.5131
2020/11/19_21:24:59.475518942  9864.3   88.39  295.60  -55.405    0.147 -178.958  -49.089    0.147 -178.958  -55.405  -49.089     20.7122     22.7303
2020/11/19_21:25:00.489279032  9864.3   88.39  295.53  -55.399    0.146 -179.301  -49.086    0.146 -179.301  -55.399  -49.086      20.937     22.8369
2020/11/19_21:25:01.503038883  9864.3   88.39  295.51  -55.400    0.147 -179.198  -49.087    0.147 -179.198  -55.400  -49.087     20.9922     22.7423
2020/11/19_21:25:02.516798973  9864.3   88.39  295.46  -55.398    0.147 -179.387  -49.089    0.147 -179.387  -55.398  -49.089     20.9933     22.6354
2020/11/19_21:25:03.530559063  9864.3   88.39  295.58  -55.396    0.147 -179.473  -49.087    0.147 -179.473  -55.396  -49.087     21.2214      22.747
2020/11/19_21:25:04.544320107  9864.3   88.39  295.55  -55.386    0.146 -178.870  -49.081    0.146 -178.870  -55.386  -49.081     21.3421     22.8648
2020/11/19_21:25:05.558079958  9864.3   88.39  295.57  -55.398    0.147 -179.088  -49.080    0.147 -179.088  -55.398  -49.080     21.2864     22.8788
2020/11/19_21:25:06.571840048  9864.3   88.39  295.61  -55.401    0.147 -178.714  -49.079    0.147 -178.714  -55.401  -49.079     21.1919     22.8371
2020/11/19_21:25:07.585599899  9864.3   88.39  295.63  -55.399    0.146 -179.440  -49.086    0.146 -179.440  -55.399  -49.086     21.0879      22.637
2020/11/19_21:25:08.599359989  9864.3   88.39  295.59  -55.405    0.147 -179.418  -49.086    0.147 -179.418  -55.405  -49.086          21     22.6307
# NOTE: end of file encountered
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1    VLnaTemp    HLnaTemp
2020/11/19_21:25:09.613118887  9864.3   88.39  295.60  -55.404    0.146 -178.826  -49.083    0.146 -178.826  -55.404  -49.083     20.9157     22.4582
2020/11/19_21:25:10.626878977  9864.3   88.39  295.63  -55.395    0.148 -179.127  -49.091    0.148 -179.127  -55.395  -49.091     20.9573     22.3165
2020/11/19_21:25:11.640639067  9864.3   88.39  295.63  -55.407    0.148 -179.186  -49.086    0.148 -179.186  -55.407  -49.086     21.1238     22.4635
2020/11/19_21:25:12.654398918  9864.3   88.39  295.62  -55.402    0.147 -178.855  -49.086    0.147 -178.855  -55.402  -49.086      21.237     22.6011
2020/11/19_21:25:13.668159008  9864.3   88.39  295.62  -55.398    0.147 -178.892  -49.090    0.147 -178.892  -55.398  -49.090     21.2059     22.6824
2020/11/19_21:25:14.681919098  9864.3   88.40  295.63  -55.402    0.146 -179.126  -49.090    0.146 -179.126  -55.402  -49.090     20.6409     22.2917
2020/11/19_21:25:15.695679903  9864.3   88.39  295.60  -55.411    0.147 -179.186  -49.080    0.147 -179.186  -55.411  -49.080     20.7672      22.418
2020/11/19_21:25:16.709439993  9864.3   88.39  295.58  -55.407    0.145 -179.289  -49.090    0.145 -179.289  -55.407  -49.090     20.3509      22.025
2020/11/19_21:25:17.723200083  9864.3   88.39  295.57  -55.403    0.147 -179.067  -49.084    0.147 -179.067  -55.403  -49.084     20.7594     22.2582
2020/11/19_21:25:18.736959934  9864.3   88.40  295.58  -55.406    0.147 -179.212  -49.081    0.147 -179.212  -55.406  -49.081     20.4652     22.2906
2020/11/19_21:25:19.750720024  9864.3   88.40  295.57  -55.408    0.146 -179.307  -49.084    0.146 -179.307  -55.408  -49.084     20.4144     22.4102
2020/11/19_21:25:20.764478922  9864.3   88.40  295.58  -55.408    0.146 -179.543  -49.081    0.146 -179.543  -55.408  -49.081     20.3934     22.4787
2020/11/19_21:25:21.778239012  9864.3   88.40  295.60  -55.407    0.146 -178.814  -49.088    0.146 -178.814  -55.407  -49.088     20.5796     22.4259
2020/11/19_21:25:22.791999102  9864.3   88.40  295.60  -55.413    0.147 -179.327  -49.088    0.147 -179.327  -55.413  -49.088     20.5964     22.7221
2020/11/19_21:25:23.805758953  9864.3   88.42  292.98  -55.413    0.146 -179.033  -49.082    0.146 -179.033  -55.413  -49.082     20.5956     22.3608
2020/11/19_21:25:24.819519043  9864.3   88.40  295.61  -55.412    0.146 -179.113  -49.083    0.146 -179.113  -55.412  -49.083      20.676     22.3795
2020/11/19_21:25:25.833280087  9864.3   88.40  295.58  -55.412    0.146 -179.261  -49.089    0.146 -179.261  -55.412  -49.089     20.5031     22.2117
2020/11/19_21:25:26.847039938  9864.3   88.40  295.59  -55.405    0.147 -179.064  -49.082    0.147 -179.064  -55.405  -49.082     20.9161     22.4912
2020/11/19_21:25:27.860800028  9864.3   88.40  295.58  -55.406    0.146 -178.935  -49.084    0.146 -178.935  -55.406  -49.084     20.8056     22.5027
2020/11/19_21:25:28.874560118  9864.3   88.40  295.58  -55.403    0.146 -178.806  -49.085    0.146 -178.806  -55.403  -49.085     20.8382     22.3171
2020/11/19_21:25:29.888319969  9864.3   88.40  295.58  -55.411    0.146 -179.234  -49.085    0.146 -179.234  -55.411  -49.085     21.1014     22.4941
2020/11/19_21:25:30.902079105  9864.3   88.40  295.58  -55.410    0.147 -178.793  -49.083    0.147 -178.793  -55.410  -49.083     20.7686     22.3915
2020/11/19_21:25:31.915838957  9864.3   88.40  295.59  -55.409    0.146 -179.296  -49.089    0.146 -179.296  -55.409  -49.089     20.9325     22.8221
2020/11/19_21:25:32.929599047  9864.3   88.39  295.56  -55.415    0.146 -179.047  -49.082    0.146 -179.047  -55.415  -49.082     20.9663     22.7259
2020/11/19_21:25:33.943358898  9864.3   88.39  295.56  -55.409    0.146 -179.457  -49.081    0.146 -179.457  -55.409  -49.081     20.9919     22.6625
2020/11/19_21:25:34.957118988  9864.3   88.39  295.55  -55.413    0.147 -179.273  -49.087    0.147 -179.273  -55.413  -49.087     20.8223     22.6303
2020/11/19_21:25:35.970880032  9864.3   88.39  295.56  -55.413    0.146 -178.884  -49.086    0.146 -178.884  -55.413  -49.086     20.8034     22.5986
2020/11/19_21:25:36.984639883  9864.3   88.39  295.57  -55.416    0.146 -179.352  -49.089    0.146 -179.352  -55.416  -49.089     20.8694     22.6302
2020/11/19_21:25:37.998399973  9864.3   88.39  295.57  -55.422    0.147 -179.195  -49.093    0.147 -179.195  -55.422  -49.093     20.7408     22.5001
2020/11/19_21:25:39.012160063  9864.3   88.40  295.56  -55.419    0.146 -179.670  -49.088    0.146 -179.670  -55.419  -49.088     20.7844     22.7955
# NOTE: end of file encountered
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1    VLnaTemp    HLnaTemp
